ticker,pred,pred_%
XRP-USD,0.08271850481389562,8.271850481389562
LTC-USD,0.07867171707010331,7.867171707010331
ETH-USD,0.05046275590407764,5.046275590407764
BNB-USD,0.038536368327296164,3.853636832729616
ALGO-USD,0.015959594491727676,1.5959594491727676
