ticker,pred,pred_%
XRP-USD,0.0886901998252965,8.86901998252965
LTC-USD,0.08765480637406439,8.765480637406439
BNB-USD,0.008050528031648354,0.8050528031648354
ETH-USD,0.0014233905955295426,0.14233905955295426
BTC-USD,6.561327778070047e-05,0.006561327778070047
