ticker,pred,pred_%
BNB-USD,0.054162993656352444,5.416299365635244
XRP-USD,0.04344361408707161,4.344361408707162
LTC-USD,0.012377778426330007,1.2377778426330006
BTC-USD,0.011180327042803959,1.118032704280396
DOT-USD,0.0002693123595147222,0.026931235951472222
